,Unnamed: 0.1,text
1158,1158,#madeinindia #bycottchinaproduct we support #madeinindiaproduct
1159,1159,@miindiasupport ek to pehle he #bycottchinaproduct chal rha hai upar se tum logo ki service bhi aisi he hai...   3 days and no action taken.... should i go to @consumercourt..?
1160,1160,"#bycottchineseproducts
#bantiktokinindia #bycottchinaproduct
https://t.co/thixqbn9o3"
1161,1161,"rt @shravansrp: @sudarshannewstv @sureshchavhanke @tigerrajasingh @ommathur_bjp @kapilmishra_ind @narendramodi @myogiadityanath @yogrishiramdev @amitshah @rashtrapatibhvn @dn_thakur_ji @ra_thore @ashokgehlot51 @rahulgandhi @srbachchan @akshaykumar @iamsunnydeol @usrp1973 @shibanidandekar @ddnewshindi @dasraghubar @karansinghnet @satishpooniabjp @vasundharabjp @ppchaudharybjp @gssjodhpur @harish25041 @chintskap @piyushgoyal @deepikapadukone @ranveerofficial @ajaydevgn @vvcfilms @drcpjoshi @swamy39 @tejasvi_surya @nitin_gadkari @abpnews @madrassan_pinky @rajpurohitsampa @nsitharaman @nsitharamanoffc @ianuragthakur @unionbanktweets @authackeray @cmomaharashtra @moraribapuji @devichitraji टिकटोकीयो और चीनी प्रेमियों के लिए बहुत दुखद ख़बर😁

भारत सरकार ने #tiktok समेत अन्य 58 chinese app को भारत में बैन किया...!!! 😂
#bycottchinaproduct https://t.co/hkasuk22p1"
1162,1162,"आज जितनी खुशी मुझे #tiktok के मृत्यु पर हुई हैं ना, 
उतनी खुशी ओशामा बिन लादेन के मृत्यु पर भी नहीं हुई थी.
@narendramodi
#tiktokbanindia
#westandwithindianarmy
#bjpjansamvad #bycottchinaproduct #bycottnepotism #tiktokindia #indianarmy #boycottchinesegoods #pmoindia https://t.co/ox6eto8ia3"
1163,1163,"chinese foreign ministry is giving statement over tiktok. 
 i ak sure, titok and others app were not just for entertainment, it's part of their deep assets. 
#bycottchinaproduct https://t.co/sdm7ksffzz"
1164,1164,"chinese foreign ministry is giving statement over tiktok. 
 i ak sure, titok and others app were not just for entertainment, it's part of their deep assets. 
#bycottchinaproduct https://t.co/sdm7ksffzz"
1165,1165,"rt @ajaypandey__: भारतीय सेना अपने बुलेट का सही इस्तेमाल करना जानती है! 
क्या हम अपने वॉलेट का सही इस्तेमाल नहीं कर सकते❓

army will use bullet power 
we should use wallet power

made in china = made with blood of innocents
#bycottchinaproduct https://t.co/kdodg27umt"
1166,1166,"@tajinderbagga डियर दीदी ,

अगर पड़ोस का दुकानदार आपके भाई को कुट जाए , तो तब भी क्या आप उस दुकान से सामान लेंगी ??
नहीं ना ?

तो हम कैसे दुशम देश की दुकान से कुछ भी लेे लेे #riptiktok #bycottechaina #bycottchinaproduct"
1167,1167,"#bannedtiktok 
@carryminati 
#bycottchina #bycottchineseproducts #bycottchinaproduct #bannedchineseapps #bannedtiktok https://t.co/tfol6kmmk9"
1168,1168,"rt @ajaypandey__: भारतीय सेना अपने बुलेट का सही इस्तेमाल करना जानती है! 
क्या हम अपने वॉलेट का सही इस्तेमाल नहीं कर सकते❓

army will use bullet power 
we should use wallet power

made in china = made with blood of innocents
#bycottchinaproduct https://t.co/kdodg27umt"
1169,1169,"@globaltimesnews #india never compromise with #security and #sovereignty of their country.
#bycottchinaproduct 
#bycottmadeinchina
#bycottwuhanvirus."
1170,1170,"good morning , aaj kya boycott krna hai 🌝 
#tiktok #netflix #bycottchina #bycottkarnjohrgangmovie #bycottsalmankhan #bycottchinaproduct"
1171,1171,#bycottchinaproduct https://t.co/zoaucot7xu
1172,1172,"indian government has ban this 59 chinese application.
#bycottchinaproduct 
#westandwithindianarmy https://t.co/nzgdmd4wb1"
1173,1173,"सरकार का बहुत बड़ा फैसला, पर देखना ये है 
कि कहाँ तक सम्भव है क्या ये एक वादा  रह जाता है ,या असल में इसपर काम  होगा,आगे चाहे जो हो पर यह एक सराहनीय  कदम है |
#bycottchinaproduct 
#bycottchina https://t.co/sgi0t3kdr8"
1174,1174,"#bycottchina and #bycottchinaproduct can never be successful until our own people are working there on top level and guarding these chinese firms in #india with nonsensical statements like "" these firms are more indian than chinese "" #madeinindia has been projected wrongly."
1175,1175,#bycottchina #bycottchineseproducts #bycottchineseapp #bycottmadeinchina #bycottchinaproduct #chineseproductsindustbin #chineseappsbanned ........ bycott #chineseapps #bycott @righttoaliverta https://t.co/dbej2xwc6f
1176,1176,"rt @ahmedkcspeaks: what about paytm
is there any relation with govt
or donated more in pmcare 
#bycottchinaproduct
#azadhindwf
@nawabmalikncp @southmumbai_nyc @pawarspeaks @cmomaharashtra @pmoindia @ajitpawarspeaks @supriya_sule @anildeshmukhncp @majidkhn043 @kashif_shah_ @advnileshbhosle"
1177,1177,"@wjjeqldzeuylukm @incchhattisgarh 1 rs tweet mil raha hai congress it cell se

#bycottchina #bycottmadeinchina 
#bycottchinaproduct"
1178,1178,"#chineseappsblocked  finally one of my dream cames true🤣🤣
#59chineseapps 
#digitalairstrike
#bycottchinaproduct https://t.co/l6zsapodop"
1179,1179,सरकार ने 59 मोबाइल ऐप्स पर  लगाया प्रतिबंध ।#bycottchinaproduct https://t.co/in8chhz1aj
1180,1180,"@sudarshannewstv @sureshchavhanke @tigerrajasingh @ommathur_bjp @kapilmishra_ind @narendramodi @myogiadityanath @yogrishiramdev @amitshah @rashtrapatibhvn @dn_thakur_ji @ra_thore @ashokgehlot51 @rahulgandhi @srbachchan @akshaykumar @iamsunnydeol @usrp1973 @shibanidandekar @ddnewshindi @dasraghubar @karansinghnet @satishpooniabjp @vasundharabjp @ppchaudharybjp @gssjodhpur @harish25041 @chintskap @piyushgoyal @deepikapadukone @ranveerofficial @ajaydevgn @vvcfilms @drcpjoshi @swamy39 @tejasvi_surya @nitin_gadkari @abpnews @madrassan_pinky @rajpurohitsampa @nsitharaman @nsitharamanoffc @ianuragthakur @unionbanktweets @authackeray @cmomaharashtra @moraribapuji @devichitraji टिकटोकीयो और चीनी प्रेमियों के लिए बहुत दुखद ख़बर😁

भारत सरकार ने #tiktok समेत अन्य 58 chinese app को भारत में बैन किया...!!! 😂
#bycottchinaproduct https://t.co/hkasuk22p1"
1181,1181,"chinese apps - you need to bycott right now
https://t.co/ig318i9aom
#bycottchina #bycottchinaproducts #bycottchinese #bycottmadeinchina #bycottchinaproduct #bycottchinaapps #tag #apps #application #applications #tiktok #tiktokbanindia #chineseappsblocked #cmscanner #59chinese"
1182,1182,"2/2 
let me shed some light in laymen's term.

if i got ₹ 100 and i lost ₹ 2, would i care. no i won't; because it's just ₹2. 

#freedomofspeech #newindia #bycottchinaproduct"
1183,1183,"modi rocks ,china shocks now this apps are banned from india . bycott china😂😂👍👍.
#bycottchina #bycottchineseproducts #bycottchineseapp #bycottchinaproduct #bycottchinaproducts https://t.co/s6hhf4dueh"
1184,1184,"rt @narayan41925783: दुनिया पर अपना वर्चस्व स्थापित करने के लिए चीन (china) ‘कर्जनीति’ को अहम् हथियार के रूप में इस्तेमाल करता है. वह छोटे देशों को विकास के नाम पर कर्ज देता है, उन्हें अपना कर्जदाता बनाता है और बाद में उनकी संपत्ति पर कब्ज़ा कर लेता है.

#bycottchineseapp 
#bycottchinaproduct https://t.co/rcloeclcal"
1185,1185,"@mgmotorin this is chinese company.
#bycottchineseproducts #bycottchinaproduct"
1186,1186,"@mgmotorin this is chinese company.
#bycottchineseproducts #bycottchinaproduct"
1187,1187,@globaltimesnews good to see..but when world will screw chinese virus..how you are going to maintain china economic need..india started #boycottchineseproduct
1188,1188,"the citizens are asked to delete all the chinese apps &amp; we have done the same however why are these phones still a part of the online portals !!
please help with a standard rule for all
#boycottchineseproduct 
#boycottchina 
@pmoindia @cmomaharashtra 
#amazon #flipkart #snapdeal https://t.co/bpbqses6wq"
1189,1189,#destroychina  #boycottchina #boycottchineseproduct india support #freehongkong @globaltimesnews @indopac_info https://t.co/1sj3swzacy https://t.co/s5w532w9dx
1190,1190,#destroychina  #boycottchina #boycottchineseproduct india support #freehongkong @globaltimesnews @indopac_info https://t.co/1sj3swzacy https://t.co/s5w532w9dx
1191,1191,"today in china
restaurants, hotels, boardings, cafes, have started boycotting indian's.
and we indian's are still debating the merits of the ban.
#boycottchineseproducts #chinaindiafaceoff #indians #boycottchina https://t.co/ifqnixxnib"
1192,1192,rt @atc_iitjee_neet: @aajtak #boycottchineseproducts
1193,1193,"rt @riyajai68088217: boycott chinese products....
use indian products 🇮🇳
#madeinindia 
#zeenews 
#boycottchineseproducts https://t.co/mcig428dma"
1194,1194,"this party, the rss &amp; their leaders have always admired hitler &amp; his methods. they forget what he did to the world &amp; how his life &amp; that of his party ended
why rss don't#boycottchina
#boycottchineseproduct
#boycottchineseproducts
#boycottmadeinchina
#galwanvalleyclash
#covid19vic https://t.co/wtdlfcqsv4"
1195,1195,"#boycottchineseproducts 

https://t.co/2irwsmt2gx"
1196,1196,"rt @capybarared: 【 毎日 #eyeforhk キャンペーン 328日目】
香港国家安全法に対する意見が与党自民党の中でも割れているようだ。
避難決議案を出す外交部会とそれに反対する重鎮。
政治家には期待できないので #boycottchineseproducts を広げよう。
中華製を避けて着替えを買ったけど日本製が無い😭
何で❓️ https://t.co/uoamf7kemk"
1197,1197,"https://t.co/ry4cktsjji

https://t.co/kapkj0zobx

https://t.co/9l5fuddgn3

plzz report these you tube channel....  still now they are supporting chinese mobile #boycottchineseproducts"
1198,1198,"rt @kushalp3902: if you look at the tag "" made in p.r.c. "" . please don't buy that product  .

fyi : p.r.c. = people's republic of china 

#boycottchineseproducts #chinaindiafaceoff #coronavirus #"
1199,1199,"rt @chowkidarindia7: apparently this is 'today in china':

restaurants, hotels, boardings, cafes, have started boycotting indians.

and we are still accepting chinese products.

#boycottchina 
#boycottchineseproducts 
#democracyforchina https://t.co/i4uigyqg1s"
1200,1200,"@globaltimesnews #boycottmadeinchina 
#boycottchineseproducts 
#boycottchina 

#tibetisnotchina 
#hongkongindependence
#eastturkistan is not china
#taiwanisnotchina
#mongolia is not china
#manchuria is not china https://t.co/5jgsvjd5tv"
1201,1201,"@globaltimesnews #boycottmadeinchina 
#boycottchineseproducts 
#boycottchina 

#tibetisnotchina 
#hongkongindependence
#eastturkistan is not china
#taiwanisnotchina
#mongolia is not china
#manchuria is not china https://t.co/5jgsvjd5tv"
1202,1202,"rt @rk_techno: really grat app
pure make in india 100% pure indian

#upmanchapp @upmanchindia 
@_digitalindia @narendramodi @makeinindia 
#boycottchina #indianapp https://t.co/i6ozbbvtzy"
1203,1203,"rt @jay91743745: @matanevenoff thanks for your support 💪
#boycottmulan to support freedom 💪
#standwithhongkong 
#boycottchina
we need help
#sos #hkers"
1204,1204,#hongkong #democracyforhk #humanrights #antinationalsecuritylaw #ccp_is_terrorist #ccp #freehongkong #standwithhk #antichinazi #boycottchina #hongkongneedshelp #hongkongsecuritylaw #freedomofspeech #fightforfreedom #soshk https://t.co/31kizqgqno
1205,1205,"rt @mrocksmedia: the department for promotion of industry and internal trade (dpiit) asked e-commerce platforms including amazon and flipkart to display the ‘country of origin’ of the products on their websites.

#makeinindia
#onlineshopping
#amazon
#flipkart
#boycottchineseproduct 
#boycottchina https://t.co/hkxgnxhpqv"
1206,1206,"rt @olivierberiaul1: $800,000 worth of 13-ton real human hair was detected in us custom. 

the hair was harvested from #uyghur detainees in chinese concentration camps. 

act now.

🛑 stop buying made in china

retweet if you agree.

#uyghurs 
#boycottchinaproducts #boycottchina https://t.co/e8tfaeptf6"
1207,1207,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1208,1208,"@theharshadahir the phone itself is from a chinese company ^_^
#boycottchina ?"
1209,1209,"rt @netcab_tamil: சாத்தான்களின் ஆட்சி நடைபெறுகிறதா? 
watch this video 👇👇👇
https://t.co/lyekjiewi3
@maridhasanswers

 #tiktok #boycottchina #boycottchineseproduct #59appsbanned #ammk #ttvdhinakaran #ammkitwing #maridhas https://t.co/puhiqwhqir"
1210,1210,#chinesevirus #chinaliedpeopledied #freetibet #tibetisnotchina #freetibethongkongtaiwanaksaichin #aksaibharat #aksaichin #aksaiindia #hongkongisnotchina #hongkong #taiwan #boycottchina #boycottchineseapp #boycottmadeinchina #indiawillpunishchina #indiachinastandoff #jaihind https://t.co/hn5m4fpjhj
1211,1211,"rt @driverrrrh: @guardian #china crackdown an international financial centre easily and no one can stop it ! 

it's a global threat.

#boycottchina https://t.co/cguhfencs3"
1212,1212,"#boycottchina
#boycottchineseproduct
#boycottchineseproducts

oneplus nord india launch set for july 21, pre-orders from july 15

let us not buy this product, it's flop show will set the tone for #aatmanirbharbharat

🙏🙏"
1213,1213,"@mrocksmedia corona update in india!

confirmed: 762823
active: 271507
recovered: 470144
deaths: 21072
updated: 08/07/2020 20:53:53

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/2cymp72vy6"
1214,1214,"@iamsaddammujeeb corona update in india!

confirmed: 762823
active: 271507
recovered: 470144
deaths: 21072
updated: 08/07/2020 20:53:53

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/gdruw7quk9"
1215,1215,"@shktom corona update in india!

confirmed: 762823
active: 271507
recovered: 470144
deaths: 21072
updated: 08/07/2020 20:53:53

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/5mrks733ew"
1216,1216,"@chandni99865621 corona update in india!

confirmed: 762823
active: 271507
recovered: 470144
deaths: 21072
updated: 08/07/2020 20:53:53

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/rlbfkoojiv"
1217,1217,"@hkgersm corona update in india!

confirmed: 762823
active: 271507
recovered: 470144
deaths: 21072
updated: 08/07/2020 20:53:53

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/wvw93ueell"
1218,1218,"@veerahindustani corona update in india!

confirmed: 762823
active: 271507
recovered: 470144
deaths: 21072
updated: 08/07/2020 20:53:53

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/ozl79r0jym"
1219,1219,"@caitindia @praveendel @bcbhartia @sumitagarwal_82 @narendramodi @piyushgoyal @amitshah @rajnathsingh @wangchuk66 @rsprasad @rssorg @swadeshimanch @drmohanbhagwat @aicpdf @aimraindia @aitwaho we are always with on #boycottchina mission 👍👍

🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳"
1220,1220,"rt @olivierberiaul1: $800,000 worth of 13-ton real human hair was detected in us custom. 

the hair was harvested from #uyghur detainees in chinese concentration camps. 

act now.

🛑 stop buying made in china

retweet if you agree.

#uyghurs 
#boycottchinaproducts #boycottchina https://t.co/e8tfaeptf6"
1221,1221,rt @chandni99865621: proud of dem🇮🇳...#herocycles #boycottchineseproducts #boycottchina https://t.co/p1ablnrzdr
1222,1222,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
1223,1223,"rt @googoom1: #boycottchina 
#boycottmadeinchina 
#boycottchineseproducts 
#muslimwakeup https://t.co/enuonlaep5"
1224,1224,proud of dem🇮🇳...#herocycles #boycottchineseproducts #boycottchina https://t.co/p1ablnrzdr
1225,1225,rt @blahblahbleh14: @thehill #boycottchina https://t.co/rxhvbzh4n8
1226,1226,"rt @boycottchina0: تیس لاکھ #ایغور مسلمان جیل میں اور انکےبچے جنکی تعداد تقریبا پانچ لاکھ ہے سرکاری یتیم خانوں میں ہیں
اس حالت میں یہ بچےکورونا سے بچ پائیں گے؟
#boycottchina
#covid2019
#stolenchildren #uyghur 
https://t.co/aiiuei4qjw"
1227,1227,"@globaltimesnews #boycottchina 
#boycottchineseproducts"
1228,1228,"$800,000 worth of 13-ton real human hair was detected in us custom. 

the hair was harvested from #uyghur detainees in chinese concentration camps. 

act now.

🛑 stop buying made in china

retweet if you agree.

#uyghurs 
#boycottchinaproducts #boycottchina https://t.co/e8tfaeptf6"
1229,1229,"@basanag42989634 @globaltimesnews after watching this @globaltimesnews had to change its diapers...lol🤣🤣🤣🤣🤣
#boycottchina #boycottchineseproducts #freetibet #hongkongindependence
#hongkongisnotchina 
#chinesevirus"
1230,1230,"the department for promotion of industry and internal trade (dpiit) asked e-commerce platforms including amazon and flipkart to display the ‘country of origin’ of the products on their websites.

#makeinindia
#onlineshopping
#amazon
#flipkart
#boycottchineseproduct 
#boycottchina https://t.co/hkxgnxhpqv"
1231,1231,"ಟಿಕ್ ಟಾಕ್ ಏನೋ ಬ್ಯಾನ್ ಆಯ್ತು ಮುಂದೇನು? tik tok banned, what's next? https://t.co/haaxqfbhaq via @youtube guys .. please watch and see the current scenario and react according to the situation...#boycottchina #ektakapoormafimang #justiceforsushantsinghrajput"
1232,1232,@senator_patrick #boycottchina is an important step in safeguarding national security👍
1233,1233,rt @ladytruth11: #twittercats #catsontwitter #catsoftwitter #whiskerswednesday #banyulin #boycottchina 😲❤️❤️❤️ https://t.co/n3hqewqegt
1234,1234,"apparently this is 'today in china':

restaurants, hotels, boardings, cafes, have started boycotting indians.

and we are still accepting chinese products.

#boycottchina 
#boycottchineseproducts 
#democracyforchina https://t.co/i4uigyqg1s"
1235,1235,"rt @pratham69826749: #मोदी_का_जलवा
camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina https://t.co/xbdtzahfng"
1236,1236,"#local2globalindia
.
.
#aatamnirbharbharat #india #incredibleindia #herocycles #मेरा_भारत_महान🇮🇳 #myindiamypride #boycottchineseproducts #boycottmadeinchina #boycottchina #teachlessontochina #growindiaflowindia https://t.co/nginizjlmq"
1237,1237,"rt @pratham69826749: #जयभीम_मुंबई
camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina https://t.co/zuaallfqzl"
1238,1238,"@opindia_com for him gutter is heaven. uighur is best place for khatana.
नाली के कीड़े के लिए नाली ही स्वर्ग है ।
#जनसंख्या_नियंत्रण_कानुन
#चीन_पीछे_भाग_रहा_है
#boycottmadeinchina
#boycottchina  #sushantsingrajput #जयहिंद   #चीन_का_काल_मोदी
#boycottchineseproducts
#जय_श्रीराम"
1239,1239,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1240,1240,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1241,1241,"rt @unntv1: wow! roads of #china. 
poor-quality constructions cause many people to die in #china every year. 
#qarmy #who #rhtrades #usmca #aybar #forex #japanese #javascript #love #coronavirus #mgros #netas #trudeaucorruption #boycottchina https://t.co/68gubibnj3"
1242,1242,"weaked cover-up and 2nd virus coming to save #ccp but we have to save mother 🌍 and finish chinese virus for forever! #boycottchineseproducts
#boycottchina
#indianarmy #chinathrownout
@whitehouse @realdonaldtrump
@usandindia
@sharmakhemchand
#payalrohtagi
https://t.co/nsd2xtqhge"
1243,1243,"rt @pratham69826749: #मोदी_का_जलवा
camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina https://t.co/xbdtzahfng"
1244,1244,"@pbswain_ind yes

जब तक इस लाईलाज बिमारी का इलाज मिल नहीं जाता तब तक #boycottchina"
1245,1245,"rt @karengepodcast: watch our latest video. 
our take on the current india vs china scenario, how can we as an indian citizen contribute and help our nation.
link in bio.
#podcastkarenge #karengepodcast #podcast #india #china #indiavschina #banchina #boycottchina #madeinindia #atmanirbharbharat https://t.co/ta6ippoxqv"
1246,1246,"rt @driverrrrh: @hurdonthehill the fact is that #china is overpowered to destroy an international financial centre easily and no one is able to stop it ! 

make #china pay!

#boycottchina 
stop using spy apps #tiktok https://t.co/tv7tddnryg"
1247,1247,"we are still not #ready to overtake #china we are still running toward “what we can use as alternative” instead of “what we can create”. 

#makeinindia will never be successful until we change our mindset. 

#beacreator #beinnovator #boycottchina
@makeinindia @anandmahindra https://t.co/qc8h1nh9ew"
1248,1248,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
1249,1249,"corona update in india!

confirmed: 751768
active: 267776
recovered: 463125
deaths: 20767
updated: 08/07/2020 

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/n4pr0peowi https://t.co/tjoyuu8vrk"
1250,1250,#twittercats #catsontwitter #catsoftwitter #whiskerswednesday #banyulin #boycottchina #animallivesmattertoo. omg there's a poppy cat growing in my flower pot 😲😲😲😲😬😬😁❤️ https://t.co/bobk9mfiob
1251,1251,"novartis fcpa enforcement action: fines, penalties and the cost of recidivism https://t.co/aprgjo4aws #bigpharma #boycottnovartis #followthemoney #boycottchina"
1252,1252,"rt @newscomworld: the threat posed by the chinese government and the chinese communist party to the economic and national security : christopher wray, director fbi

#chinesethreat #usa #ccpthreat #nationalsecurity #boycottchina #fbidirector #fbi @globaltimesnews @huxijin_gt
https://t.co/tzwwbgue4o"
1253,1253,"rt @pratham69826749: #जयभीम_मुंबई
camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina https://t.co/zuaallfqzl"
1254,1254,"#armyday
camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina #camscanner https://t.co/dltgh91jfp"
1255,1255,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
1256,1256,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1257,1257,"rt @a_sacred108: indian hai to accha hai.

#boycottchina 
#boycottchineseproducts https://t.co/uzs7f2lpuq"
1258,1258,@huawei #boycottchineseproducts #boycottchina
1259,1259,boycott china! #boycottchina https://t.co/9wushdvuya
1260,1260,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
1261,1261,"rt @boycottchina0: #ایغور خاتون جنہیں ایک بچے کو عربی سکھانے کے جرم میں #کنسنٹریشن_کیمپ جیل جانا پڑا 
ان پر پیشاب کیا گیا اور پھر کہا گیا تم لوگ وضو کرتے ہونا نماز سے پہلے؟
#china_is_terrorist
#boycottchina #uyghurgenocide
#saveuyghurs #china 
 https://t.co/tdbkzqhz3h"
1262,1262,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1263,1263,"#जयभीम_मुंबई
camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina https://t.co/zuaallfqzl"
1264,1264,@sharma_chaitu @madhavsheth1 just stop #boycottchina
1265,1265,rt @gladiator3661: @huaweient #boycottchina
1266,1266,@zlj517 #boycottchina
1267,1267,"@globaltimesnews this is just a start soon india, uk, eu, us, japan, australia, taiwan, and other countries in scs will ban chinese companies colluding with ccp and works as chinese spies in their soil.
#boycottchina"
1268,1268,"46 countries decided to fortify china  ‘s genocide game, wow! china is quick in spreading diseases and mind-sickness worldwide now after all. 
#un #humanrights #boycottchina #humanity_matters https://t.co/nk7nfcbe13"
1269,1269,"rt @norbertelekeste: because of #boycottchina , many are forgetting /getting diverted from the main goal of #aatmanirbharbharat 

boycott china is possible only if we encourage indian goods and goods manufactured in india but not by destroying/throwing out chinese products. 
#swadeshifirst   
+"
1270,1270,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
1271,1271,"#मोदी_का_जलवा
camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina https://t.co/xbdtzahfng"
1272,1272,"rt @brookly64620078: @sarathprasanna4 fyi

#chinaliespeopledie 
#boycottchina 
#hongkongers 
#standwithindia https://t.co/ejmkbj02ie"
1273,1273,"read the thread, #ccpchina can never be trusted.

#boycottchina https://t.co/t3mymg7mhl"
1274,1274,rt @rehmanafiya99: @thewolfpackin #boycottchineseproduct #boycottchina https://t.co/aqy3hn0fc7
1275,1275,@globaltimesnews #boycottchina
1276,1276,"we jqve to do it to support our country, our martyr's soldier, govt and most imp for us.

#boycottchina https://t.co/ro55r7i5ha"
1277,1277,"camscanner is banned in india
 the below given pdf is uploaded by sub divisional officer pune and is scanned by camscanner. is there any penal action for using banned apps ?
@officeofut @pmoindia @amitshah @narendramodi #boycottchineseproduct #boycottchina #camscanner https://t.co/rbwzpvviqa"
1278,1278,"@g1234567787 corona update in india!

confirmed: 760761
active: 270277
recovered: 469366
deaths: 21018
updated: 08/07/2020 20:23:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/phwf5rhfwk"
1279,1279,"@covidnewsbymib corona update in india!

confirmed: 760761
active: 270277
recovered: 469366
deaths: 21018
updated: 08/07/2020 20:23:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/kfmntqvtgb"
